Range (M),GTL (mils),sinAZ,Galt (M),Talt (M),AOS (mils),Chg,MV (m/s),Drift,QE (mils),TOF,MAX Ord (M)
16000,4800,-1,500,0,-31.82063304,4H,682.7,17,433.6263158,45,2923.569335
16006,1600,1,500,0,-31.80871253,4H,682.7,17,426.6,45,2863
16006,1600,1,500,500,0,4H,682.7,18,462.6,45,3189
16006,1600,1,500,1000,31.80871253,4H,682.7,18,499.6,46,3538
16006,1600,1,500,1500,63.55550631,4H,682.7,19,537.7,46,3910
16006,4800,-1,500,500,0,4H,682.7,18,469.6263158,45,3255.575103
16006,4800,-1,500,1000,31.80871253,4H,682.7,18,506.7824561,46,3610.746566
16006,4800,-1,500,1500,63.55550631,4H,682.7,19,544.8824561,46,3986.335053
18006,1600,1,500,0,-28.27751716,4H,682.7,24,576.8,56,4302
18006,1600,1,500,500,0,4H,682.7,25,616.8,57,4715
18006,1600,1,500,1000,28.27751716,4H,682.7,26,660.6,58,5177
18006,1600,1,500,1500,56.51151472,4H,682.7,28,711.4,60,5725
18006,4800,-1,500,0,-28.27751716,4H,682.7,24,585.5438596,56,4397.813042
18006,4800,-1,500,500,0,4H,682.7,25,625.7,57,4812.788707
18006,4800,-1,500,1000,28.27751716,4H,682.7,26,669.6561404,58,5274.248945
18006,4800,-1,500,1500,56.51151472,4H,682.7,28,720.7684211,60,5816.622693
11996,2100,0.8819,0,1000,84.71507178,4H,682.7,11,360.9,30,1767
7003,800,0.7071,500,0,-72.60217733,5H,790.7,3.6,5.595268938,10.99070684,500.5767389
7003,800,0.7071,500,500,0,5H,790.7,3.6,77.83418755,10.99070684,657.4441003
7003,800,0.7071,500,1000,72.60217733,5H,790.7,3.6,150.3728527,10.99070684,1015.14165
7003,800,0.7071,500,1500,144.4740631,5H,790.7,3.6,222.4119403,10.99070684,1498.732751
7003,1600,1,500,0,-72.60217733,5H,790.7,4,5.6,11,501
7003,1600,1,500,500,0,5H,790.7,4,77.9,11,658
7003,1600,1,500,1000,72.60217733,5H,790.7,4,150.5,11,1016
7003,1600,1,500,1500,144.4740631,5H,790.7,4,222.6,11,1500
7003,4000,-0.7071,500,0,-72.60217733,5H,790.7,3.6,7.018655562,10.99070684,478.3830549
7003,4000,-0.7071,500,500,0,5H,790.7,3.6,79.25757418,10.99070684,674.4200122
7003,4000,-0.7071,500,1000,72.60217733,5H,790.7,3.6,151.7962393,10.99070684,1028.968201
7003,4000,-0.7071,500,1500,144.4740631,5H,790.7,3.6,223.8353269,10.99070684,1518.741637
7003,4800,-1,500,0,-72.60217733,5H,790.7,4,7.024590164,11,478.7875502
7003,4800,-1,500,500,0,5H,790.7,4,79.32459016,11,674.9902659
7003,4800,-1,500,1000,72.60217733,5H,790.7,4,151.9245902,11,1029.838242
7003,4800,-1,500,1500,144.4740631,5H,790.7,4,224.0245902,11,1520.025804
9003,800,0.7071,500,0,-56.51151472,5H,790.7,5.4,56.55218248,14.98732751,586.5040834
9003,800,0.7071,500,500,0,5H,790.7,5.4,112.5048719,14.98732751,807.3173754
9003,800,0.7071,500,1000,56.51151472,5H,790.7,5.4,168.8572233,14.98732751,1130.044495
9003,800,0.7071,500,1500,112.6772666,5H,790.7,4.5,225.0097437,14.98732751,1532.704027
9003,1600,1,500,0,-56.51151472,5H,790.7,6,56.6,15,587
9003,1600,1,500,500,0,5H,790.7,6,112.6,15,808
9003,1600,1,500,1000,56.51151472,5H,790.7,6,169,15,1131
9003,1600,1,500,1500,112.6772666,5H,790.7,5,225.2,15,1534
9003,4000,-0.7071,500,0,-56.51151472,5H,790.7,5.4,58.49316424,14.98732751,601.1942301
9003,4000,-0.7071,500,500,0,5H,790.7,5.4,114.4458536,14.98732751,827.8457185
9003,4000,-0.7071,500,1000,56.51151472,5H,790.7,5.4,170.7982051,14.98732751,1145.601274
9003,4000,-0.7071,500,1500,112.6772666,5H,790.7,4.5,226.9507255,14.98732751,1542.730333
9003,4800,-1,500,0,-56.51151472,5H,790.7,6,58.54262295,15,601.702568
9003,4800,-1,500,500,0,5H,790.7,6,114.542623,15,828.5457008
9003,4800,-1,500,1000,56.51151472,5H,790.7,6,170.942623,15,1146.569933
9003,4800,-1,500,1500,112.6772666,5H,790.7,5,227.142623,15,1544.034783
11004,800,0.7071,500,0,-46.25097707,5H,790.7,7.2,110.3067305,20.98225852,796.3266685
11004,800,0.7071,500,500,0,5H,790.7,7.2,155.7682906,20.98225852,1048.113771
11004,800,0.7071,500,1000,46.25097707,5H,790.7,7.2,201.7294283,20.98225852,1356.852718
11004,800,0.7071,500,1500,92.3120184,5H,790.7,6.3,247.690566,20.98225852,1714.550268
11004,1600,1,500,0,-46.25097707,5H,790.7,8,110.4,21,797
11004,1600,1,500,500,0,5H,790.7,8,155.9,21,1049
11004,1600,1,500,1000,46.25097707,5H,790.7,8,201.9,21,1358
11004,1600,1,500,1500,92.3120184,5H,790.7,7,247.9,21,1716
11004,4000,-0.7071,500,0,-46.25097707,5H,790.7,7.2,113.024105,20.98225852,820.9531536
11004,4000,-0.7071,500,500,0,5H,790.7,7.2,158.4856651,20.98225852,1068.956766
11004,4000,-0.7071,500,1000,46.25097707,5H,790.7,7.2,204.4468028,20.98225852,1374.491423
11004,4000,-0.7071,500,1500,92.3120184,5H,790.7,6.3,250.4079405,20.98225852,1730.31749
11004,4800,-1,500,0,-46.25097707,5H,790.7,8,113.1196721,21,821.6473079
11004,4800,-1,500,500,0,5H,790.7,8,158.6196721,21,1069.860619
11004,4800,-1,500,1000,46.25097707,5H,790.7,8,204.6196721,21,1375.65362
11004,4800,-1,500,1500,92.3120184,5H,790.7,7,250.6196721,21,1731.780554
13005,800,0.7071,500,0,-39.14226076,5H,790.7,9.9,171.6548578,26.97718952,1149.028443
13005,800,0.7071,500,500,0,5H,790.7,9,209.8225852,26.97718952,1416.802028
13005,800,0.7071,500,1000,39.14226076,5H,790.7,9,248.3899747,26.97718952,1720.545199
13005,800,0.7071,500,1500,78.16925918,5H,790.7,9,287.2571107,26.97718952,2056.261335
13005,1600,1,500,0,-39.14226076,5H,790.7,11,171.8,27,1150
13005,1600,1,500,500,0,5H,790.7,10,210,27,1418
13005,1600,1,500,1000,39.14226076,5H,790.7,10,248.6,27,1722
13005,1600,1,500,1500,78.16925918,5H,790.7,10,287.5,27,2058
13005,4000,-0.7071,500,0,-39.14226076,5H,790.7,9.9,175.148625,26.97718952,1173.610652
13005,4000,-0.7071,500,500,0,5H,790.7,9,213.3163524,26.97718952,1439.391953
13005,4000,-0.7071,500,1000,39.14226076,5H,790.7,9,251.8837418,26.97718952,1742.522102
13005,4000,-0.7071,500,1500,78.16925918,5H,790.7,9,290.7508778,26.97718952,2080.274606
13005,4800,-1,500,0,-39.14226076,5H,790.7,11,175.2967213,27,1174.602994
13005,4800,-1,500,500,0,5H,790.7,10,213.4967213,27,1440.609026
13005,4800,-1,500,1000,39.14226076,5H,790.7,10,252.0967213,27,1743.995486
13005,4800,-1,500,1500,78.16925918,5H,790.7,10,290.9967213,27,2082.033576
15005,800,0.7071,500,0,-33.92918634,5H,790.7,11.7,242.7947057,33.9712757,1674.584061
15005,800,0.7071,500,500,0,5H,790.7,11.7,275.7668262,33.9712757,1954.347508
15005,800,0.7071,500,1000,33.92918634,5H,790.7,11.7,309.2385244,33.9712757,2259.089834
15005,800,0.7071,500,1500,67.78324709,5H,790.7,10.8,343.009969,33.9712757,2584.814418
15005,1600,1,500,0,-33.92918634,5H,790.7,13,243,34,1676
15005,1600,1,500,500,0,5H,790.7,13,276,34,1956
15005,1600,1,500,1000,33.92918634,5H,790.7,13,309.5,34,2261
15005,1600,1,500,1500,67.78324709,5H,790.7,12,343.3,34,2587
15005,4000,-0.7071,500,0,-33.92918634,5H,790.7,11.7,247.1942644,33.9712757,1703.903343
15005,4000,-0.7071,500,500,0,5H,790.7,11.7,280.1663849,33.9712757,1985.252727
15005,4000,-0.7071,500,1000,33.92918634,5H,790.7,11.7,313.638083,33.9712757,2293.13957
15005,4000,-0.7071,500,1500,67.78324709,5H,790.7,10.8,347.4095277,33.9712757,2624.640599
15005,4800,-1,500,0,-33.92918634,5H,790.7,13,247.4032787,34,1705.344073
15005,4800,-1,500,500,0,5H,790.7,13,280.4032787,34,1986.931351
15005,4800,-1,500,1000,33.92918634,5H,790.7,13,313.9032787,34,2295.078527
15005,4800,-1,500,1500,67.78324709,5H,790.7,12,347.7032787,34,2626.859856
17006,800,0.7071,500,0,-29.93938268,5H,790.7,14.4,325.3249226,40.96536187,2411.960574
15993,4800,-1,400,400,0,5H,790.7,15,320.6,38,2241
17006,800,0.7071,500,1000,29.93938268,5H,790.7,14.4,384.8745705,40.96536187,3015.450296
17006,800,0.7071,500,1500,59.82712267,5H,790.7,13.5,415.3488032,40.96536187,3344.172346
17006,1600,1,500,0,-29.93938268,5H,790.7,16,325.6,41,2414
15994,1600,1,200,200,0,5H,790.7,15,323.9,38,2075
17006,1600,1,500,1000,29.93938268,5H,790.7,16,385.2,41,3018
17006,1600,1,500,1500,59.82712267,5H,790.7,15,415.7,41,3347
17006,4000,-0.7071,500,0,-29.93938268,5H,790.7,14.4,330.6302727,40.96536187,2457.435857
15994,1600,1,400,400,0,5H,790.7,15,317,38,2224
17006,4000,-0.7071,500,1000,29.93938268,5H,790.7,14.4,390.1799207,40.96536187,3071.555903
17006,4000,-0.7071,500,1500,59.82712267,5H,790.7,13.5,420.6541533,40.96536187,3406.46927
17006,4800,-1,500,0,-29.93938268,5H,790.7,16,330.9098361,41,2459.513734
15995,1600,1,0,0,0,5H,790.7,15,331,38,1927
17006,4800,-1,500,1000,29.93938268,5H,790.7,16,390.5098361,41,3074.153047
17006,4800,-1,500,1500,59.82712267,5H,790.7,15,421.0098361,41,3409.349599
19007,800,0.7071,500,0,-26.78899286,5H,790.7,17.1,422.4428048,49.95775838,3423.105604
17006,800,0.7071,500,500,0,5H,790.7,14.4,354.8,40.96536187,2704.713039
19007,800,0.7071,500,1000,26.78899286,5H,790.7,17.1,478.4954097,49.95775838,4066.561532
19007,800,0.7071,500,1500,53.54097745,5H,790.7,17.1,507.6707406,49.95775838,4415.266685
19007,1600,1,500,0,-26.78899286,5H,790.7,19,422.8,50,3426
17006,1600,1,500,500,0,5H,790.7,16,355.1,41,2707
19007,1600,1,500,1000,26.78899286,5H,790.7,19,478.9,50,4070
19007,1600,1,500,1500,53.54097745,5H,790.7,19,508.1,50,4419
19007,4000,-0.7071,500,0,-26.78899286,5H,790.7,17.1,428.912744,49.95775838,3499.37753
17006,4000,-0.7071,500,500,0,5H,790.7,14.4,360.1053501,40.96536187,2754.29016
19007,4000,-0.7071,500,1000,26.78899286,5H,790.7,17.1,484.9653489,49.95775838,4151.312651
19007,4000,-0.7071,500,1500,53.54097745,5H,790.7,17.1,514.1406798,49.95775838,4503.442892
19007,4800,-1,500,0,-26.78899286,5H,790.7,19,429.2754098,50,3502.336417
17006,4800,-1,500,500,0,5H,790.7,16,360.4098361,41,2756.619041
19007,4800,-1,500,1000,26.78899286,5H,790.7,19,485.3754098,50,4154.82278
19007,4800,-1,500,1500,53.54097745,5H,790.7,19,514.5754098,50,4507.250764
21007,800,0.7071,500,0,-24.23952377,5H,790.7,20.7,544.1399043,59.94931005,4864.886511
17994,1600,1,0,0,0,5H,790.7,18,424.3,47,2878
21007,800,0.7071,500,1000,24.23952377,5H,790.7,21.6,602.9901436,60.94846522,5617.250352
21007,800,0.7071,500,1500,48.45162482,5H,790.7,21.6,635.0630245,61.94762039,6037.894678
21007,1600,1,500,0,-24.23952377,5H,790.7,23,544.6,60,4869
19007,800,0.7071,500,500,0,5H,790.7,17.1,450.119403,49.95775838,3735.841172
21007,1600,1,500,1000,24.23952377,5H,790.7,24,603.5,61,5622
21007,1600,1,500,1500,48.45162482,5H,790.7,24,635.6,62,6043
21007,4000,-0.7071,500,0,-24.23952377,5H,790.7,20.7,551.9038313,59.94931005,4969.655899
19007,1600,1,500,500,0,5H,790.7,19,450.5,50,3739
21007,4000,-0.7071,500,1000,24.23952377,5H,790.7,21.6,610.8834694,60.94846522,5715.391426
21007,4000,-0.7071,500,1500,48.45162482,5H,790.7,21.6,643.0857491,61.94762039,6128.467169
21007,4800,-1,500,0,-24.23952377,5H,790.7,23,552.3704918,60,4973.857976
19007,4000,-0.7071,500,500,0,5H,790.7,17.1,456.5893422,49.95775838,3816.860608
21007,4800,-1,500,1000,24.23952377,5H,790.7,24,611.4,61,5720.224057
21007,4800,-1,500,1500,48.45162482,5H,790.7,24,643.6295082,62,6133.649075
19007,4800,-1,500,500,0,5H,790.7,19,456.9754098,50,3820.087942
19991,4800,-1,400,400,0,5H,790.7,21,519.5,55,4407
19993,1600,1,400,400,0,5H,790.7,21,513.5,55,4364
21007,800,0.7071,500,500,0,5H,790.7,20.7,572.8156576,60.94846522,5227.579837
21007,1600,1,500,500,0,5H,790.7,23,573.3,61,5232
21007,4000,-0.7071,500,500,0,5H,790.7,20.7,580.7089834,60.94846522,5331.667143
18993,200,0.1951,0,800,42.87852976,5H,790.7,20,528.9,52,4059
21007,4800,-1,500,500,0,5H,790.7,23,581.2,61,5336.175317
20992,100,0.098,200,0,-9.704276082,5H,790.7,24,591,62,5066
